, ,Label,Area,IntDen,RawIntDen,batch,stage,group,culture
15,16,MAX_w2-c3-63xz.tif,0.41200000000000003,72.747,7417.0,batch3008,d0,50micron,w2c3-seg2
16,17,MAX_w2-c3-63xz.tif,0.41200000000000003,46.206,4711.0,batch3008,d0,50micron,w2c3-seg2
0,1,MAX_w2-c4-63xz.tif,0.687,52.14,5316.0,batch3008,d0,50micron,w2c4-seg1
1,2,MAX_w2-c4-63xz.tif,1.02,70.962,7235.0,batch3008,d0,50micron,w2c4-seg1
2,3,MAX_w2-c4-63xz.tif,0.687,62.13399999999999,6335.0,batch3008,d0,50micron,w2c4-seg1
3,4,MAX_w2-c4-63xz.tif,0.441,33.73,3439.0,batch3008,d0,50micron,w2c4-seg1
4,5,MAX_w2-c4-63xz.tif,0.461,36.565,3728.0,batch3008,d0,50micron,w2c4-seg1
5,6,MAX_w2-c4-63xz.tif,1.0,93.55,9538.0,batch3008,d0,50micron,w2c4-seg1
6,7,MAX_w2-c4-63xz.tif,0.5589999999999999,46.736000000000004,4765.0,batch3008,d0,50micron,w2c4-seg1
7,8,MAX_w2-c4-63xz.tif,0.451,44.715,4559.0,batch3008,d0,50micron,w2c4-seg1
8,9,MAX_w2-c4-63xz.tif,0.304,33.416,3407.0,batch3008,d0,50micron,w2c4-seg1
9,10,MAX_w2-c4-63xz.tif,0.41200000000000003,43.803000000000004,4466.0,batch3008,d0,50micron,w2c4-seg1
10,11,MAX_w2-c4-63xz.tif,0.52,86.684,8838.0,batch3008,d0,50micron,w2c4-seg1
11,12,MAX_w2-c4-63xz.tif,0.51,42.468999999999994,4330.0,batch3008,d0,50micron,w2c4-seg1
12,13,MAX_w2-c4-63xz.tif,0.21600000000000003,20.224,2062.0,batch3008,d0,50micron,w2c4-seg1
13,14,MAX_w2-c4-63xz.tif,0.52,55.347,5643.0,batch3008,d0,50micron,w2c4-seg1
14,15,MAX_w2-c4-63xz.tif,0.265,40.527,4132.0,batch3008,d0,50micron,w2c4-seg1
15,16,MAX_w2-c4-63xz.tif,0.853,85.242,8691.0,batch3008,d0,50micron,w2c4-seg1
16,17,MAX_w2-c4-63xz.tif,0.696,46.108000000000004,4701.0,batch3008,d0,50micron,w2c4-seg1
0,1,MAX_w2-c4-63xz.tif,0.696,58.888000000000005,6004.0,batch3008,d0,50micron,w2c4-seg2
1,2,MAX_w2-c4-63xz.tif,0.608,51.09,5209.0,batch3008,d0,50micron,w2c4-seg2
2,3,MAX_w2-c4-63xz.tif,0.49,35.191,3588.0,batch3008,d0,50micron,w2c4-seg2
3,4,MAX_w2-c4-63xz.tif,0.5,42.136,4296.0,batch3008,d0,50micron,w2c4-seg2
4,5,MAX_w2-c4-63xz.tif,0.461,37.938,3868.0,batch3008,d0,50micron,w2c4-seg2
5,6,MAX_w2-c4-63xz.tif,0.696,71.295,7269.0,batch3008,d0,50micron,w2c4-seg2
6,7,MAX_w2-c4-63xz.tif,0.618,59.702,6087.0,batch3008,d0,50micron,w2c4-seg2
7,8,MAX_w2-c4-63xz.tif,1.383,73.188,7462.0,batch3008,d0,50micron,w2c4-seg2
8,9,MAX_w2-c4-63xz.tif,0.275,22.608,2305.0,batch3008,d0,50micron,w2c4-seg2
9,10,MAX_w2-c4-63xz.tif,0.53,48.05,4899.0,batch3008,d0,50micron,w2c4-seg2
0,1,MAX_w5-c1-63xz.tif,1.1179999999999999,37.957,3870.0,batch3008,d0,50micron,w5c1-seg1
1,2,MAX_w5-c1-63xz.tif,0.608,34.927,3561.0,batch3008,d0,50micron,w5c1-seg1
2,3,MAX_w5-c1-63xz.tif,0.265,13.702,1397.0,batch3008,d0,50micron,w5c1-seg1
3,4,MAX_w5-c1-63xz.tif,1.922,48.961999999999996,4992.0,batch3008,d0,50micron,w5c1-seg1
4,5,MAX_w5-c1-63xz.tif,0.5489999999999999,15.104000000000001,1540.0,batch3008,d0,50micron,w5c1-seg1
5,6,MAX_w5-c1-63xz.tif,0.539,31.816999999999997,3244.0,batch3008,d0,50micron,w5c1-seg1
6,7,MAX_w5-c1-63xz.tif,0.52,25.432,2593.0,batch3008,d0,50micron,w5c1-seg1
7,8,MAX_w5-c1-63xz.tif,0.961,36.467,3718.0,batch3008,d0,50micron,w5c1-seg1
8,9,MAX_w5-c1-63xz.tif,0.736,28.541999999999998,2910.0,batch3008,d0,50micron,w5c1-seg1
9,10,MAX_w5-c1-63xz.tif,0.843,59.986000000000004,6116.0,batch3008,d0,50micron,w5c1-seg1
10,11,MAX_w5-c1-63xz.tif,0.353,19.312,1969.0,batch3008,d0,50micron,w5c1-seg1
11,12,MAX_w5-c1-63xz.tif,0.569,27.570999999999998,2811.0,batch3008,d0,50micron,w5c1-seg1
12,13,MAX_w5-c1-63xz.tif,0.638,42.958999999999996,4380.0,batch3008,d0,50micron,w5c1-seg1
13,14,MAX_w5-c1-63xz.tif,0.392,20.98,2139.0,batch3008,d0,50micron,w5c1-seg1
14,15,MAX_w5-c1-63xz.tif,0.48100000000000004,31.239,3185.0,batch3008,d0,50micron,w5c1-seg1
15,16,MAX_w5-c1-63xz.tif,0.353,17.477999999999998,1782.0,batch3008,d0,50micron,w5c1-seg1
16,17,MAX_w5-c1-63xz.tif,0.441,24.54,2502.0,batch3008,d0,50micron,w5c1-seg1
17,18,MAX_w5-c1-63xz.tif,0.42200000000000004,20.754,2116.0,batch3008,d0,50micron,w5c1-seg1
18,19,MAX_w5-c1-63xz.tif,0.647,52.817,5385.0,batch3008,d0,50micron,w5c1-seg1
19,20,MAX_w5-c1-63xz.tif,0.608,48.648,4960.0,batch3008,d0,50micron,w5c1-seg1
20,21,MAX_w5-c1-63xz.tif,1.0590000000000002,37.192,3792.0,batch3008,d0,50micron,w5c1-seg1
0,1,MAX_w5-c1-63xz.tif,1.246,74.875,7634.0,batch3008,d0,50micron,w5c1-seg2
1,2,MAX_w5-c1-63xz.tif,1.157,40.174,4096.0,batch3008,d0,50micron,w5c1-seg2
2,3,MAX_w5-c1-63xz.tif,1.4909999999999999,72.325,7374.0,batch3008,d0,50micron,w5c1-seg2
3,4,MAX_w5-c1-63xz.tif,1.324,58.113,5925.0,batch3008,d0,50micron,w5c1-seg2
4,5,MAX_w5-c1-63xz.tif,0.971,36.181999999999995,3689.0,batch3008,d0,50micron,w5c1-seg2
5,6,MAX_w5-c1-63xz.tif,1.069,61.85,6306.0,batch3008,d0,50micron,w5c1-seg2
6,7,MAX_w5-c1-63xz.tif,0.647,35.329,3602.0,batch3008,d0,50micron,w5c1-seg2
7,8,MAX_w5-c1-63xz.tif,0.42200000000000004,22.559,2300.0,batch3008,d0,50micron,w5c1-seg2
8,9,MAX_w5-c1-63xz.tif,0.598,34.024,3469.0,batch3008,d0,50micron,w5c1-seg2
9,10,MAX_w5-c1-63xz.tif,0.902,36.506,3722.0,batch3008,d0,50micron,w5c1-seg2
10,11,MAX_w5-c1-63xz.tif,1.079,71.069,7246.0,batch3008,d0,50micron,w5c1-seg2
11,12,MAX_w5-c1-63xz.tif,0.902,47.843999999999994,4878.0,batch3008,d0,50micron,w5c1-seg2
12,13,MAX_w5-c1-63xz.tif,0.618,26.923000000000002,2745.0,batch3008,d0,50micron,w5c1-seg2
13,14,MAX_w5-c1-63xz.tif,0.441,23.432,2389.0,batch3008,d0,50micron,w5c1-seg2
14,15,MAX_w5-c1-63xz.tif,0.677,35.652,3635.0,batch3008,d0,50micron,w5c1-seg2
15,16,MAX_w5-c1-63xz.tif,0.52,19.44,1982.0,batch3008,d0,50micron,w5c1-seg2
16,17,MAX_w5-c1-63xz.tif,0.618,26.56,2708.0,batch3008,d0,50micron,w5c1-seg2
17,18,MAX_w5-c1-63xz.tif,0.706,45.48,4637.0,batch3008,d0,50micron,w5c1-seg2
18,19,MAX_w5-c1-63xz.tif,1.0590000000000002,54.347,5541.0,batch3008,d0,50micron,w5c1-seg2
19,20,MAX_w5-c1-63xz.tif,0.569,27.256999999999998,2779.0,batch3008,d0,50micron,w5c1-seg2
20,21,MAX_w5-c1-63xz.tif,0.618,20.715,2112.0,batch3008,d0,50micron,w5c1-seg2
21,22,MAX_w5-c1-63xz.tif,0.745,26.06,2657.0,batch3008,d0,50micron,w5c1-seg2
22,23,MAX_w5-c1-63xz.tif,0.569,19.773,2016.0,batch3008,d0,50micron,w5c1-seg2
23,24,MAX_w5-c1-63xz.tif,0.9420000000000001,22.892,2334.0,batch3008,d0,50micron,w5c1-seg2
24,25,MAX_w5-c1-63xz.tif,1.01,22.274,2271.0,batch3008,d0,50micron,w5c1-seg2
0,1,MAX_w5-c2-63xz.tif,1.1079999999999999,42.086999999999996,4291.0,batch3008,d0,50micron,w5c2-seg1
1,2,MAX_w5-c2-63xz.tif,1.442,63.282,6452.0,batch3008,d0,50micron,w5c2-seg1
2,3,MAX_w5-c2-63xz.tif,1.275,66.764,6807.0,batch3008,d0,50micron,w5c2-seg1
3,4,MAX_w5-c2-63xz.tif,1.54,100.69,10266.0,batch3008,d0,50micron,w5c2-seg1
4,5,MAX_w5-c2-63xz.tif,0.794,53.533,5458.0,batch3008,d0,50micron,w5c2-seg1
5,6,MAX_w5-c2-63xz.tif,0.441,27.904,2845.0,batch3008,d0,50micron,w5c2-seg1
6,7,MAX_w5-c2-63xz.tif,0.843,33.004,3365.0,batch3008,d0,50micron,w5c2-seg1
7,8,MAX_w5-c2-63xz.tif,0.912,48.246,4919.0,batch3008,d0,50micron,w5c2-seg1
8,9,MAX_w5-c2-63xz.tif,0.932,50.629,5162.0,batch3008,d0,50micron,w5c2-seg1
9,10,MAX_w5-c2-63xz.tif,1.716,74.993,7646.0,batch3008,d0,50micron,w5c2-seg1
10,11,MAX_w5-c2-63xz.tif,1.295,75.199,7667.0,batch3008,d0,50micron,w5c2-seg1
11,12,MAX_w5-c2-63xz.tif,0.745,41.047,4185.0,batch3008,d0,50micron,w5c2-seg1
12,13,MAX_w5-c2-63xz.tif,1.3730000000000002,93.70700000000001,9554.0,batch3008,d0,50micron,w5c2-seg1
13,14,MAX_w5-c2-63xz.tif,1.422,78.847,8039.0,batch3008,d0,50micron,w5c2-seg1
14,15,MAX_w5-c2-63xz.tif,0.9420000000000001,54.464,5553.0,batch3008,d0,50micron,w5c2-seg1
15,16,MAX_w5-c2-63xz.tif,1.579,60.114,6129.0,batch3008,d0,50micron,w5c2-seg1
16,17,MAX_w5-c2-63xz.tif,1.148,76.35600000000001,7785.0,batch3008,d0,50micron,w5c2-seg1
17,18,MAX_w5-c2-63xz.tif,1.4909999999999999,98.09100000000001,10001.0,batch3008,d0,50micron,w5c2-seg1
18,19,MAX_w5-c2-63xz.tif,0.706,36.849000000000004,3757.0,batch3008,d0,50micron,w5c2-seg1
19,20,MAX_w5-c2-63xz.tif,2.207,70.971,7236.0,batch3008,d0,50micron,w5c2-seg1
0,21,MAX_w5-c2-63xz.tif,1.6869999999999998,72.286,7370.0,batch3008,d0,50micron,w5c2-seg2
1,22,MAX_w5-c2-63xz.tif,0.755,35.133,3582.0,batch3008,d0,50micron,w5c2-seg2
2,23,MAX_w5-c2-63xz.tif,0.628,39.075,3984.0,batch3008,d0,50micron,w5c2-seg2
3,24,MAX_w5-c2-63xz.tif,1.6769999999999998,100.729,10270.0,batch3008,d0,50micron,w5c2-seg2
4,25,MAX_w5-c2-63xz.tif,1.354,83.87899999999999,8552.0,batch3008,d0,50micron,w5c2-seg2
5,26,MAX_w5-c2-63xz.tif,0.981,43.233999999999995,4408.0,batch3008,d0,50micron,w5c2-seg2
6,27,MAX_w5-c2-63xz.tif,1.314,86.694,8839.0,batch3008,d0,50micron,w5c2-seg2
7,28,MAX_w5-c2-63xz.tif,1.01,66.96,6827.0,batch3008,d0,50micron,w5c2-seg2
8,29,MAX_w5-c2-63xz.tif,1.01,69.363,7072.0,batch3008,d0,50micron,w5c2-seg2
9,30,MAX_w5-c2-63xz.tif,0.932,34.976,3566.0,batch3008,d0,50micron,w5c2-seg2
10,31,MAX_w5-c2-63xz.tif,0.677,32.739000000000004,3338.0,batch3008,d0,50micron,w5c2-seg2
11,32,MAX_w5-c2-63xz.tif,0.716,47.138000000000005,4806.0,batch3008,d0,50micron,w5c2-seg2
12,33,MAX_w5-c2-63xz.tif,0.9420000000000001,62.821000000000005,6405.0,batch3008,d0,50micron,w5c2-seg2
13,34,MAX_w5-c2-63xz.tif,1.216,45.716,4661.0,batch3008,d0,50micron,w5c2-seg2
14,35,MAX_w5-c2-63xz.tif,1.246,66.42,6772.0,batch3008,d0,50micron,w5c2-seg2
15,36,MAX_w5-c2-63xz.tif,0.8340000000000001,33.946,3461.0,batch3008,d0,50micron,w5c2-seg2
16,37,MAX_w5-c2-63xz.tif,2.217,91.235,9302.0,batch3008,d0,50micron,w5c2-seg2
17,38,MAX_w5-c2-63xz.tif,1.177,53.14,5418.0,batch3008,d0,50micron,w5c2-seg2
18,39,MAX_w5-c2-63xz.tif,1.834,103.132,10515.0,batch3008,d0,50micron,w5c2-seg2
19,40,MAX_w5-c2-63xz.tif,1.226,45.519,4641.0,batch3008,d0,50micron,w5c2-seg2
0,1,MAX_w5-c3-63xz.tif:1,2.138,206.137,21017.0,batch3008,d0,50micron,w5c3-seg1
1,2,MAX_w5-c3-63xz.tif:2,2.138,200.27200000000002,20419.0,batch3008,d0,50micron,w5c3-seg1
2,3,MAX_w5-c3-63xz.tif:3,1.344,102.583,10459.0,batch3008,d0,50micron,w5c3-seg1
3,4,MAX_w5-c3-63xz.tif:4,1.138,84.70299999999999,8636.0,batch3008,d0,50micron,w5c3-seg1
4,5,MAX_w5-c3-63xz.tif:5,2.589,227.734,23219.0,batch3008,d0,50micron,w5c3-seg1
5,6,MAX_w5-c3-63xz.tif:6,1.952,194.102,19790.0,batch3008,d0,50micron,w5c3-seg1
6,7,MAX_w5-c3-63xz.tif:7,1.756,109.449,11159.0,batch3008,d0,50micron,w5c3-seg1
7,8,MAX_w5-c3-63xz.tif:8,1.089,98.92399999999999,10086.0,batch3008,d0,50micron,w5c3-seg1
8,9,MAX_w5-c3-63xz.tif:9,1.236,102.249,10425.0,batch3008,d0,50micron,w5c3-seg1
9,10,MAX_w5-c3-63xz.tif:10,1.844,150.741,15369.0,batch3008,d0,50micron,w5c3-seg1
10,11,MAX_w5-c3-63xz.tif,0.775,100.71,10268.0,batch3008,d0,50micron,w5c3-seg1
11,12,MAX_w5-c3-63xz.tif,1.079,135.205,13785.0,batch3008,d0,50micron,w5c3-seg1
12,13,MAX_w5-c3-63xz.tif,1.0590000000000002,163.87400000000002,16708.0,batch3008,d0,50micron,w5c3-seg1
13,14,MAX_w5-c3-63xz.tif,0.441,47.736000000000004,4867.0,batch3008,d0,50micron,w5c3-seg1
14,15,MAX_w5-c3-63xz.tif,2.03,114.264,11650.0,batch3008,d0,50micron,w5c3-seg1
15,16,MAX_w5-c3-63xz.tif,0.922,57.799,5893.0,batch3008,d0,50micron,w5c3-seg1
16,17,MAX_w5-c3-63xz.tif,0.8240000000000001,98.346,10027.0,batch3008,d0,50micron,w5c3-seg1
17,18,MAX_w5-c3-63xz.tif,0.402,59.996,6117.0,batch3008,d0,50micron,w5c3-seg1
18,19,MAX_w5-c3-63xz.tif,1.962,109.01700000000001,11115.0,batch3008,d0,50micron,w5c3-seg1
19,20,MAX_w5-c3-63xz.tif,0.843,96.92399999999999,9882.0,batch3008,d0,50micron,w5c3-seg1
20,21,MAX_w5-c3-63xz.tif,0.755,88.734,9047.0,batch3008,d0,50micron,w5c3-seg1
21,22,MAX_w5-c3-63xz.tif,0.755,72.354,7377.0,batch3008,d0,50micron,w5c3-seg1
0,1,MAX_w5-c4-63xz.tif:1,2.03,93.39299999999999,9522.0,batch3008,d0,50micron,w5c4-seg1
1,2,MAX_w5-c4-63xz.tif:2,2.011,94.74600000000001,9660.0,batch3008,d0,50micron,w5c4-seg1
2,3,MAX_w5-c4-63xz.tif:3,1.452,93.736,9557.0,batch3008,d0,50micron,w5c4-seg1
3,4,MAX_w5-c4-63xz.tif:4,2.04,254.775,25976.0,batch3008,d0,50micron,w5c4-seg1
4,5,MAX_w5-c4-63xz.tif:5,1.716,89.823,9158.0,batch3008,d0,50micron,w5c4-seg1
5,6,MAX_w5-c4-63xz.tif:6,1.206,82.319,8393.0,batch3008,d0,50micron,w5c4-seg1
6,7,MAX_w5-c4-63xz.tif:7,1.148,61.33,6253.0,batch3008,d0,50micron,w5c4-seg1
7,8,MAX_w5-c4-63xz.tif:8,1.6869999999999998,94.53,9638.0,batch3008,d0,50micron,w5c4-seg1
8,9,MAX_w5-c4-63xz.tif:9,1.6480000000000001,123.729,12615.0,batch3008,d0,50micron,w5c4-seg1
9,10,MAX_w5-c4-63xz.tif:10,2.481,84.428,8608.0,batch3008,d0,50micron,w5c4-seg1
10,11,MAX_w5-c4-63xz.tif,1.1179999999999999,89.538,9129.0,batch3008,d0,50micron,w5c4-seg1
11,12,MAX_w5-c4-63xz.tif,0.687,50.001999999999995,5098.0,batch3008,d0,50micron,w5c4-seg1
12,13,MAX_w5-c4-63xz.tif,0.5489999999999999,40.409,4120.0,batch3008,d0,50micron,w5c4-seg1
13,14,MAX_w5-c4-63xz.tif,0.33299999999999996,34.799,3548.0,batch3008,d0,50micron,w5c4-seg1
14,15,MAX_w5-c4-63xz.tif,1.295,63.663999999999994,6491.0,batch3008,d0,50micron,w5c4-seg1
15,16,MAX_w5-c4-63xz.tif,0.441,33.887,3455.0,batch3008,d0,50micron,w5c4-seg1
16,17,MAX_w5-c4-63xz.tif,0.853,41.371,4218.0,batch3008,d0,50micron,w5c4-seg1
17,18,MAX_w5-c4-63xz.tif,0.638,63.478,6472.0,batch3008,d0,50micron,w5c4-seg1
18,19,MAX_w5-c4-63xz.tif,0.47100000000000003,26.188000000000002,2670.0,batch3008,d0,50micron,w5c4-seg1
19,20,MAX_w5-c4-63xz.tif,0.755,39.251999999999995,4002.0,batch3008,d0,50micron,w5c4-seg1
20,21,MAX_w5-c4-63xz.tif,0.8340000000000001,86.037,8772.0,batch3008,d0,50micron,w5c4-seg1
21,22,MAX_w5-c4-63xz.tif,1.285,77.50399999999999,7902.0,batch3008,d0,50micron,w5c4-seg1
0,1,MAX_w1c1-63xz.tif,0.49,36.329,3704.0,batch3008,d0,sham,w1c1-seg1
1,2,MAX_w1c1-63xz.tif,0.981,80.328,8190.0,batch3008,d0,sham,w1c1-seg1
2,3,MAX_w1c1-63xz.tif,1.0490000000000002,101.22,10320.0,batch3008,d0,sham,w1c1-seg1
3,4,MAX_w1c1-63xz.tif,1.383,112.34200000000001,11454.0,batch3008,d0,sham,w1c1-seg1
4,5,MAX_w1c1-63xz.tif,1.177,91.71600000000001,9351.0,batch3008,d0,sham,w1c1-seg1
5,6,MAX_w1c1-63xz.tif,0.608,56.611999999999995,5772.0,batch3008,d0,sham,w1c1-seg1
6,7,MAX_w1c1-63xz.tif,0.579,74.895,7636.0,batch3008,d0,sham,w1c1-seg1
7,8,MAX_w1c1-63xz.tif,1.6480000000000001,196.79,20064.0,batch3008,d0,sham,w1c1-seg1
8,9,MAX_w1c1-63xz.tif,2.099,273.94,27930.0,batch3008,d0,sham,w1c1-seg1
9,10,MAX_w1c1-63xz.tif,0.618,57.24,5836.0,batch3008,d0,sham,w1c1-seg1
10,11,MAX_w1c1-63xz.tif,1.0590000000000002,134.753,13739.0,batch3008,d0,sham,w1c1-seg1
11,12,MAX_w1c1-63xz.tif,0.8140000000000001,73.178,7461.0,batch3008,d0,sham,w1c1-seg1
12,13,MAX_w1c1-63xz.tif,0.9420000000000001,125.22,12767.0,batch3008,d0,sham,w1c1-seg1
13,14,MAX_w1c1-63xz.tif,0.922,72.001,7341.0,batch3008,d0,sham,w1c1-seg1
14,15,MAX_w1c1-63xz.tif,1.6480000000000001,214.68900000000002,21889.0,batch3008,d0,sham,w1c1-seg1
15,16,MAX_w1c1-63xz.tif,2.177,169.925,17325.0,batch3008,d0,sham,w1c1-seg1
16,17,MAX_w1c1-63xz.tif,1.6380000000000001,142.08,14486.0,batch3008,d0,sham,w1c1-seg1
17,18,MAX_w1c1-63xz.tif,1.805,142.767,14556.0,batch3008,d0,sham,w1c1-seg1
18,19,MAX_w1c1-63xz.tif,1.0,65.312,6659.0,batch3008,d0,sham,w1c1-seg1
19,20,MAX_w1c1-63xz.tif,1.02,66.116,6741.0,batch3008,d0,sham,w1c1-seg1
0,1,MAX_w1c1-63xz.tif,0.363,58.27,5941.0,batch3008,d0,sham,w1c1-seg2
1,2,MAX_w1c1-63xz.tif,0.961,141.031,14379.0,batch3008,d0,sham,w1c1-seg2
2,3,MAX_w1c1-63xz.tif,0.794,81.437,8303.0,batch3008,d0,sham,w1c1-seg2
3,4,MAX_w1c1-63xz.tif,0.667,103.632,10566.0,batch3008,d0,sham,w1c1-seg2
4,5,MAX_w1c1-63xz.tif,1.295,92.726,9454.0,batch3008,d0,sham,w1c1-seg2
5,6,MAX_w1c1-63xz.tif,0.922,110.881,11305.0,batch3008,d0,sham,w1c1-seg2
6,7,MAX_w1c1-63xz.tif,0.667,77.602,7912.0,batch3008,d0,sham,w1c1-seg2
7,8,MAX_w1c1-63xz.tif,0.657,92.39200000000001,9420.0,batch3008,d0,sham,w1c1-seg2
8,9,MAX_w1c1-63xz.tif,0.5489999999999999,66.656,6796.0,batch3008,d0,sham,w1c1-seg2
9,10,MAX_w1c1-63xz.tif,0.696,127.38799999999999,12988.0,batch3008,d0,sham,w1c1-seg2
10,11,MAX_w1c1-63xz.tif,1.216,236.562,24119.0,batch3008,d0,sham,w1c1-seg2
11,12,MAX_w1c1-63xz.tif,0.677,119.08,12141.0,batch3008,d0,sham,w1c1-seg2
12,13,MAX_w1c1-63xz.tif,0.696,74.718,7618.0,batch3008,d0,sham,w1c1-seg2
13,14,MAX_w1c1-63xz.tif,0.863,118.943,12127.0,batch3008,d0,sham,w1c1-seg2
14,15,MAX_w1c1-63xz.tif,1.069,139.687,14242.0,batch3008,d0,sham,w1c1-seg2
15,16,MAX_w1c1-63xz.tif,0.638,80.279,8185.0,batch3008,d0,sham,w1c1-seg2
16,17,MAX_w1c1-63xz.tif,0.51,74.846,7631.0,batch3008,d0,sham,w1c1-seg2
17,18,MAX_w1c1-63xz.tif,0.588,92.539,9435.0,batch3008,d0,sham,w1c1-seg2
18,19,MAX_w1c1-63xz.tif,0.618,112.87200000000001,11508.0,batch3008,d0,sham,w1c1-seg2
19,20,MAX_w1c1-63xz.tif,0.628,63.743,6499.0,batch3008,d0,sham,w1c1-seg2
20,21,MAX_w1c1-63xz.tif,0.5589999999999999,64.645,6591.0,batch3008,d0,sham,w1c1-seg2
21,22,MAX_w1c1-63xz.tif,0.755,68.51,6985.0,batch3008,d0,sham,w1c1-seg2
22,23,MAX_w1c1-63xz.tif,0.873,100.08200000000001,10204.0,batch3008,d0,sham,w1c1-seg2
23,24,MAX_w1c1-63xz.tif,1.393,125.80799999999999,12827.0,batch3008,d0,sham,w1c1-seg2
24,25,MAX_w1c1-63xz.tif,0.991,66.48899999999999,6779.0,batch3008,d0,sham,w1c1-seg2
25,26,MAX_w1c1-63xz.tif,0.853,102.22,10422.0,batch3008,d0,sham,w1c1-seg2
26,27,MAX_w1c1-63xz.tif,0.47100000000000003,53.15,5419.0,batch3008,d0,sham,w1c1-seg2
27,28,MAX_w1c1-63xz.tif,1.265,77.857,7938.0,batch3008,d0,sham,w1c1-seg2
28,29,MAX_w1c1-63xz.tif,1.599,176.252,17970.0,batch3008,d0,sham,w1c1-seg2
29,30,MAX_w1c1-63xz.tif,1.197,130.35,13290.0,batch3008,d0,sham,w1c1-seg2
0,1,MAX_w1c1-63xz.tif,1.1179999999999999,106.898,10899.0,batch3008,d0,sham,w1c1-seg3
1,2,MAX_w1c1-63xz.tif,0.9420000000000001,57.191,5831.0,batch3008,d0,sham,w1c1-seg3
2,3,MAX_w1c1-63xz.tif,0.618,63.213,6445.0,batch3008,d0,sham,w1c1-seg3
3,4,MAX_w1c1-63xz.tif,0.687,79.593,8115.0,batch3008,d0,sham,w1c1-seg3
4,5,MAX_w1c1-63xz.tif,0.873,39.527,4030.0,batch3008,d0,sham,w1c1-seg3
5,6,MAX_w1c1-63xz.tif,1.295,192.101,19586.0,batch3008,d0,sham,w1c1-seg3
6,7,MAX_w1c1-63xz.tif,0.34299999999999997,31.994,3262.0,batch3008,d0,sham,w1c1-seg3
7,8,MAX_w1c1-63xz.tif,0.324,49.05,5001.0,batch3008,d0,sham,w1c1-seg3
8,9,MAX_w1c1-63xz.tif,0.38299999999999995,47.765,4870.0,batch3008,d0,sham,w1c1-seg3
9,10,MAX_w1c1-63xz.tif,0.873,60.173,6135.0,batch3008,d0,sham,w1c1-seg3
10,11,MAX_w1c1-63xz.tif,1.3730000000000002,94.39299999999999,9624.0,batch3008,d0,sham,w1c1-seg3
11,12,MAX_w1c1-63xz.tif,1.393,104.741,10679.0,batch3008,d0,sham,w1c1-seg3
12,13,MAX_w1c1-63xz.tif,0.667,41.047,4185.0,batch3008,d0,sham,w1c1-seg3
13,14,MAX_w1c1-63xz.tif,1.54,101.053,10303.0,batch3008,d0,sham,w1c1-seg3
14,15,MAX_w1c1-63xz.tif,0.451,53.121,5416.0,batch3008,d0,sham,w1c1-seg3
15,16,MAX_w1c1-63xz.tif,0.5,65.116,6639.0,batch3008,d0,sham,w1c1-seg3
16,17,MAX_w1c1-63xz.tif,1.814,113.04799999999999,11526.0,batch3008,d0,sham,w1c1-seg3
17,18,MAX_w1c1-63xz.tif,0.5489999999999999,58.701,5985.0,batch3008,d0,sham,w1c1-seg3
18,19,MAX_w1c1-63xz.tif,0.47100000000000003,61.722,6293.0,batch3008,d0,sham,w1c1-seg3
19,20,MAX_w1c1-63xz.tif,1.197,47.363,4829.0,batch3008,d0,sham,w1c1-seg3
20,21,MAX_w1c1-63xz.tif,0.667,47.961999999999996,4890.0,batch3008,d0,sham,w1c1-seg3
21,22,MAX_w1c1-63xz.tif,1.148,107.48700000000001,10959.0,batch3008,d0,sham,w1c1-seg3
22,23,MAX_w1c1-63xz.tif,0.991,86.75299999999999,8845.0,batch3008,d0,sham,w1c1-seg3
0,1,MAX_w1c3-63xz.tif,2.158,108.70299999999999,11083.0,batch3008,d0,sham,w1c3-seg1
1,2,MAX_w1c3-63xz.tif,1.354,84.928,8659.0,batch3008,d0,sham,w1c3-seg1
2,3,MAX_w1c3-63xz.tif,2.511,114.5,11674.0,batch3008,d0,sham,w1c3-seg1
3,4,MAX_w1c3-63xz.tif,1.3630000000000002,99.366,10131.0,batch3008,d0,sham,w1c3-seg1
4,5,MAX_w1c3-63xz.tif,1.6480000000000001,90.068,9183.0,batch3008,d0,sham,w1c3-seg1
5,6,MAX_w1c3-63xz.tif,1.5590000000000002,65.381,6666.0,batch3008,d0,sham,w1c3-seg1
6,7,MAX_w1c3-63xz.tif,1.089,60.251000000000005,6143.0,batch3008,d0,sham,w1c3-seg1
7,8,MAX_w1c3-63xz.tif,1.0590000000000002,94.45200000000001,9630.0,batch3008,d0,sham,w1c3-seg1
8,9,MAX_w1c3-63xz.tif,0.687,53.395,5444.0,batch3008,d0,sham,w1c3-seg1
9,10,MAX_w1c3-63xz.tif,0.579,53.974,5503.0,batch3008,d0,sham,w1c3-seg1
10,11,MAX_w1c3-63xz.tif,1.4609999999999999,173.378,17677.0,batch3008,d0,sham,w1c3-seg1
11,12,MAX_w1c3-63xz.tif,1.265,111.881,11407.0,batch3008,d0,sham,w1c3-seg1
12,13,MAX_w1c3-63xz.tif,0.804,61.104,6230.0,batch3008,d0,sham,w1c3-seg1
13,14,MAX_w1c3-63xz.tif,1.775,131.72299999999998,13430.0,batch3008,d0,sham,w1c3-seg1
14,15,MAX_w1c3-63xz.tif,1.4809999999999999,130.899,13346.0,batch3008,d0,sham,w1c3-seg1
